,Scientific Name,Common Name,Duration,Habit,Sun,Water
2218,Ribes oxyacanthoides,Canadian Gooseberry,Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry"
2219,Ribes sanguineum,"Redflower Currant, Blood Currant, Pink-flowered Currant, Red Flowering Currant",Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry"
2220,Ribes triste,Red Currant,Perennial,Shrub,"Sun, Shade, Part-shade",Moist
2221,Ribes viscosissimum,Sticky Currant,Perennial,Shrub,"Sun, Shade, Part-shade",Moist
2222,Rivina humilis,"Pigeonberry, Rouge Plant, Baby-peppers, Bloodberry",Perennial,Herb,Part-shade,Moist
2223,Robinia pseudoacacia,Black Locust,Perennial,Tree,Sun,"Moist, Dry"
2224,Rorippa palustris,Bog Yellowcress,Annual,Herb,,
2225,Rorippa teres,Southern Marsh Yellowcress,Annual,Herb,,
2226,Rosa acicularis,"Prickly Rose, Wild Rose",Perennial,Shrub,"Sun, Part-shade","Wet, Moist, Dry"
2227,Rosa arkansana,"Prairie Rose, Arkansas Rose",Perennial,Subshrub,Sun,"Moist, Dry"
2228,Rosa blanda,"Smooth Rose, Early Wild Rose",Perennial,Shrub,Sun,Dry
2229,Rosa californica,"California Wildrose, California Rose",Perennial,Shrub,"Sun, Shade, Part-shade",Wet
2230,Rosa carolina,"Carolina Rose, Pasture Rose",Perennial,Shrub,"Sun, Part-shade","Wet, Moist, Dry"
2231,Rosa gymnocarpa,Dwarf Rose,Perennial,Subshrub,"Sun, Shade, Part-shade","Moist, Dry"
2232,Rosa nitida,Shining Rose,Perennial,Shrub,,
2233,Rosa nutkana,Nootka Rose,Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry"
2234,Rosa palustris,Swamp Rose,Perennial,Shrub,"Sun, Shade, Part-shade","Wet, Moist"
2235,Rosa pisocarpa,Cluster Rose,Perennial,Shrub,"Sun, Shade, Part-shade",Moist
2236,Rosa setigera,"Climbing Prairie Rose, Climbing Rose, Prairie Rose",Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry"
2237,Rosa virginiana,Virginia Rose,Perennial,Shrub,"Shade, Part-shade",Moist
2238,Rosa woodsii,"Woods' Rose, Western Wild Rose",Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry"
2239,Rotala ramosior,Lowland Rotala,Annual,Herb,Sun,Moist
2240,Rubus allegheniensis,Allegheny Blackberry,Perennial,Subshrub,"Sun, Shade, Part-shade",Moist
2241,Rubus alumnus,Oldfield Blackberry,Perennial,Subshrub,Part-shade,
2242,Rubus arcticus,Arctic Blackberry,Perennial,Subshrub,,
2243,Rubus argutus,Sawtooth Blackberry,Perennial,Subshrub,,
2244,Rubus arvensis,Field Blackberry,Perennial,Subshrub,,
2245,Rubus chamaemorus,"Cloudberry, Baked Apple Berry, Bakeapple",Perennial,"Herb, Subshrub",Sun,Dry
2246,Rubus cuneifolius,Sand Blackberry,Perennial,Subshrub,Part-shade,
2247,Rubus flagellaris,Northern Dewberry,Perennial,Subshrub,"Sun, Shade, Part-shade",Moist
2248,Rubus hispidus,"Bristly Dewberry, Swamp Dewberry",Perennial,Subshrub,"Sun, Shade, Part-shade",Moist
2249,Rubus idaeus,"American Red Raspberry, Wild Red Raspberry, Red Raspberry",Perennial,Subshrub,"Sun, Shade, Part-shade","Moist, Dry"
2250,Rubus lasiococcus,"Roughfruit Berry, Dwarf Bramble",Perennial,"Herb, Subshrub",,
2251,Rubus leucodermis,"Whitebark Raspberry, Black Raspberry",Perennial,Vine,"Sun, Shade, Part-shade",Dry
2252,Rubus multiformis,Variable Blackberry,Perennial,Subshrub,,
2253,Rubus parviflorus,"Western Thimbleberry, Thimbleberry",Perennial,Subshrub,"Sun, Shade, Part-shade","Moist, Dry"
2254,Rubus pedatus,Strawberryleaf Raspberry,Perennial,Subshrub,"Sun, Shade, Part-shade","Moist, Dry"
2255,Rubus pensilvanicus,Pennsylvania Blackberry,Perennial,Subshrub,"Sun, Shade, Part-shade",Moist
2256,Rubus pergratus,Upland Blackberry,Perennial,Subshrub,"Sun, Shade, Part-shade",Moist
2257,Rubus pubescens,"Dwarf Red Blackberry, Dwarf Raspberry, Dwarf Red Raspberry, Trailing Raspberry, Dwarf Red Bramble, Dewberry, Pigeonberry",Perennial,"Herb, Subshrub","Sun, Shade, Part-shade","Wet, Moist, Dry"
2258,Rubus semisetosus,Swamp Blackberry,Perennial,Subshrub,,
2259,Rubus setosus,Setose Blackberry,Perennial,Subshrub,,
2260,Rubus spectabilis,"Salmonberry, Salmon Raspberry",Perennial,"Subshrub, Vine","Sun, Shade, Part-shade",Moist
2261,Rubus tardatus,Wet Thicket Dewberry,Perennial,Subshrub,,
2262,Rubus trivialis,"Southern Dewberry, Dewberry",Perennial,Herb,"Sun, Part-shade","Moist, Dry"
2263,Rubus ursinus,"California Blackberry, California Dewberry, Western Blackberry",Perennial,Subshrub,"Sun, Shade, Part-shade","Wet, Moist"
2264,Rubus wheeleri,Wheeler's Blackberry,Perennial,Subshrub,,
2265,Rudbeckia auriculata,Eared Coneflower,Perennial,Herb,,
2266,Rudbeckia californica,California Coneflower,Perennial,Herb,,
2267,Rudbeckia fulgida,"Orange Coneflower, Orange Rudbeckia, Perennial Black-eyed Susan, Goldstrum",Perennial,Herb,Sun,Moist
2268,Rudbeckia hirta,"Black-eyed Susan, Common Black-eyed Susan, Brown-eyed Susan, Blackeyed Susan","Annual, Biennial, Perennial",Herb,Sun,"Moist, Dry"
2269,Rudbeckia laciniata,"Green-headed Coneflower, Greenhead Coneflower, Cutleaf Coneflower, Wild Goldenglow, Sochan",Perennial,Herb,"Sun, Shade, Part-shade",Moist
2270,Rudbeckia maxima,"Giant Coneflower, Great Coneflower, Giant Brown-eyed Susan, Cabbage Coneflower",Perennial,Herb,"Sun, Part-shade",Moist
2271,Rudbeckia nitida,"Shiny Coneflower, Shining Coneflower",Perennial,Herb,,
2272,Rudbeckia occidentalis,Western Coneflower,Perennial,Herb,,
2273,Rudbeckia subtomentosa,"Sweet Coneflower, Sweet Black-eyed Susan",Perennial,Herb,Part-shade,Moist
2274,Rudbeckia triloba,"Browneyed Susan, Brown-eyed-susan, Thin-leaved Coneflower, Three-lobed Rudbeckia",Perennial,Herb,"Sun, Part-shade","Moist, Dry"
2275,Ruellia caroliniensis,Carolina Wild Petunia,Perennial,Herb,Part-shade,Moist
2276,Ruellia humilis,"Prairie Petunia, Fringeleaf Wild Petunia, Hairy Ruellia, Low Wild Petunia, Low Ruellia, Fringeleaf Ruellia, Fringe-leaf Wild Petunia",Perennial,Herb,Part-shade,Moist
2277,Ruellia malacosperma,Softseed Wild Petunia,Perennial,Herb,,
2278,Ruellia noctiflora,Nightflowering Wild Petunia,Perennial,Herb,,
2279,Ruellia strepens,"Limestone Ruellia, Limestone Wild Petunia",Perennial,Herb,,
2280,Rumex altissimus,Pale Dock,Perennial,Herb,,
2281,Rumex aquaticus var. fenestratus,Western Dock,Perennial,Herb,,
2282,Rumex arcticus,Arctic Dock,Perennial,Herb,,
2283,Rumex chrysocarpus,Amamastla,Perennial,Herb,,
2284,Rumex hastatulus,"Heartwing Sorrel, Heart-wing Sorrel",Perennial,Herb,,
2285,Rumex maritimus,Golden Dock,Annual,Herb,Part-shade,
2286,Rumex orbiculatus var. borealis,Greater Water Dock,Perennial,Herb,,
2287,Rumex pallidus,Seaside Dock,Perennial,Herb,,
2288,Rumex salicifolius,Willow Dock,Perennial,Herb,,
2289,Rumex salicifolius var. mexicanus,Mexican Dock,Perennial,Herb,,
2290,Rumex spiralis,Winged Dock,Perennial,Herb,,
2291,Rumex venosus,"Veiny Dock, Winged Dock",Perennial,Herb,Sun,Dry
2292,Rumex verticillatus,Swamp Dock,Perennial,Herb,,
2293,Ruppia maritima,Widgeongrass,Perennial,Herb,Sun,
2294,Sabal minor,"Dwarf Palmetto, Bush Palmetto, Palmetto",Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry"
2295,Sabal palmetto,"Cabbage Palmetto, Cabbage Palm",Perennial,Tree,Part-shade,
2296,Sabatia angularis,"Rosepink, Rose-pink",Annual,Herb,Part-shade,Moist
2297,Sabatia arenicola,Sand Rose Gentian,Annual,Herb,Sun,
2298,Sabatia brachiata,Narrowleaf Rose Gentian,Biennial,Herb,,
2299,Sabatia brevifolia,"Shortleaf Rose Gentian, Shortleaf Rose-gentian, Narrowleaf Sabatia, White Marsh-pink, White Sabatia",Annual,Herb,Part-shade,Moist
2300,Sabatia campanulata,"Slender Rose Gentian, Slender Marsh Pink",Perennial,Herb,,"Wet, Moist"
2301,Sabatia campestris,"Texas Star, Rose Gentian, Meadow Pink, Prairie Rose-gentian, Prairie Sabatia",Annual,Herb,Part-shade,Dry
2302,Sabatia difformis,Lanceleaf Rose Gentian,Perennial,Herb,,
2303,Sabatia dodecandra,"Marsh Rose Gentian, Marsch Rose-gentian, Large Marsh Pink",Perennial,Herb,Sun,Wet
2304,Sabatia gentianoides,Pinewoods Rose Gentian,Annual,Herb,,
2305,Sabatia grandiflora,"Largeflower Rose Gentian, Large-flower Sabatia",Annual,Herb,,
2306,Sabatia kennedyana,"Plymouth Rose Gentian, Plymouth Gentian",Perennial,Herb,Sun,Moist
2307,Sabatia stellaris,"Rose Of Plymouth, Saltmarsh Sabatia",Annual,Herb,,
2308,Saccharum alopecuroides,Silver Plumegrass,Perennial,Grass/Grass-like,,
2309,Saccharum giganteum,"Sugarcane Plumegrass, Giant Plumegrass",Perennial,Grass/Grass-like,Sun,"Wet, Moist"
2310,Sacciolepis striata,American Cupscale,Perennial,Grass/Grass-like,,
2311,Sagina nivalis,Snow Pearlwort,Biennial,Herb,,
2312,Sagina nodosa,Knotted Pearlwort,Perennial,Herb,,
2313,Sagina saginoides,Arctic Pearlwort,Biennial,Herb,Part-shade,
2314,Sagittaria calycina,Hooded Arrowhead,Perennial,Herb,,
2315,Sagittaria calycina var. spongiosa,Hooded Arrowhead,Perennial,Herb,,
2316,Sagittaria cuneata,"Arumleaf Arrowhead, Narrowleaf Arrowhead",Perennial,Herb,Sun,Wet
2317,Sagittaria engelmanniana,Engelmann's Arrowhead,Perennial,Herb,,
2318,Sagittaria graminea,"Grassy Arrowhead, Grass-leaf Arrowhead",Perennial,Herb,,
2319,Sagittaria lancifolia,"Lanceleaf Arrowhead, Duck-potato, Bulltongue Arrowhead, Bull-tongue Arrowhead",Perennial,Herb,Sun,Wet
2320,Sagittaria latifolia,"Broadleaf Arrowhead, Arrowhead, Duckroot, Duck-potato, Wapato",Perennial,Herb,"Sun, Part-shade",Wet
2321,Sagittaria longiloba,"Longbarb Arrowhead, Flecha De Agua, Long-lobe Arrowhead, Long-barb Arrowhead",Perennial,Herb,Part-shade,
2322,Sagittaria papillosa,Nipplebract Arrowhead,Perennial,Herb,,
2323,Sagittaria platyphylla,Delta Arrowhead,Perennial,Herb,Part-shade,Wet
2324,Sagittaria rigida,Sessilefruit Arrowhead,Perennial,Herb,,
2325,Salicornia bigelovii,Dwarf Saltwort,Annual,Herb,,
2326,Salicornia depressa,"Virginia Glasswort, American Glasswort",Perennial,Herb,Sun,
2327,Salicornia maritima,"Slender Grasswort, Slender Glasswort",Annual,Herb,,
2328,Salicornia rubra,Red Swampfire,Annual,Subshrub,Sun,
2329,Salix amygdaloides,"Peachleaf Willow, Peach-leaf Willow, Almond-leaf Willow, Almond Willow, Peach Willow, Southwestern Peach Willow, Wright Willow, Wright Peachleaf Willow",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist"
2330,Salix arbusculoides,Littletree Willow,Perennial,Tree,"Shade, Part-shade",Moist
2331,Salix arctica,Arctic Willow,Perennial,Shrub,Sun,Moist
2332,Salix arctophila,Northern Willow,Perennial,Subshrub,,
2333,Salix bebbiana,"Bebb Willow, Gray Willow, Long-beaked Willow",Perennial,Shrub,"Sun, Shade, Part-shade","Wet, Moist"
2334,Salix bonplandiana,Bonpland Willow,Perennial,Tree,,
2335,Salix brachycarpa,Shortfruit Willow,Perennial,Shrub,Sun,"Wet, Moist"
2336,Salix candida,"Sageleaf Willow, Sage Willow, Hoary Willow",Perennial,Shrub,"Sun, Part-shade","Wet, Moist"
2337,Salix caroliniana,Coastal Plain Willow,Perennial,Tree,Part-shade,
2338,Salix commutata,Undergreen Willow,Perennial,Shrub,"Sun, Shade, Part-shade","Wet, Moist"
2339,Salix cordata,Heartleaf Willow,Perennial,Shrub,Sun,
2340,Salix discolor,"Pussy Willow, Glaucous Willow",Perennial,Shrub,Sun,Moist
2341,Salix eriocephala,"Missouri River Willow, Missouri Willow, Stiff Willow",Perennial,Shrub,Sun,"Wet, Moist"
2342,Salix exigua,"Narrowleaf Willow, Narrow-leaf Willow, Sandbar Willow, Coyote Willow",Perennial,Shrub,"Sun, Part-shade","Wet, Moist"
2343,Salix geyeriana,Geyer Willow,Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist, Dry"
2344,Salix glauca,Grayleaf Willow,Perennial,Tree,Sun,Moist
2345,Salix gooddingii,"Goodding's Willow, San Joaquin Willow",Perennial,Tree,Part-shade,
2346,Salix hookeriana,"Dune Willow, Hooker Willow",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist"
2347,Salix humilis,Prairie Willow,Perennial,Shrub,Sun,"Wet, Dry"
2348,Salix interior,"Sandbar Willow, Sand-bar Willow",Perennial,"Shrub, Tree","Sun, Shade, Part-shade","Wet, Moist, Dry"
2349,Salix irrorata,Dewystem Willow,Perennial,Shrub,,
2350,Salix laevigata,"Red Willow, Polished Willow",Perennial,Tree,Sun,
2351,Salix lasiolepis,Arroyo Willow,Perennial,Tree,,
2352,Salix lucida,Shining Willow,Perennial,Shrub,"Sun, Shade, Part-shade","Wet, Moist"
2353,Salix lucida ssp. lasiandra,Pacific Willow,Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist"
2354,Salix lutea,Yellow Willow,Perennial,Tree,Sun,Moist
2355,Salix maccalliana,Mccalla's Willow,Perennial,Tree,Sun,"Wet, Moist"
2356,Salix myricoides,Bayberry Willow,Perennial,Tree,,
2357,Salix myrtillifolia,Blueberry Willow,Perennial,Tree,Sun,"Wet, Moist"
2358,Salix nigra,"Black Willow, Gulf Black Willow, Swamp Willow, Sauz",Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist"
2359,Salix pedicellaris,Bog Willow,Perennial,Shrub,Sun,"Wet, Moist"
2360,Salix pellita,Satiny Willow,Perennial,"Shrub, Tree","Shade, Part-shade",Moist
2361,Salix petiolaris,Meadow Willow,Perennial,"Shrub, Tree",Sun,"Wet, Moist"
2362,Salix planifolia,Diamondleaf Willow,Perennial,Tree,Sun,Wet
2363,Salix prolixa,"Mackenzie's Willow, Mackenzie Willow",Perennial,Tree,,
2364,Salix pseudomonticola,False Mountain Willow,Perennial,Shrub,"Shade, Part-shade",Moist
2365,Salix pyrifolia,Balsam Willow,Perennial,Tree,Sun,"Wet, Moist"
2366,Salix reticulata,Netleaf Willow,Perennial,Subshrub,"Shade, Part-shade",Moist
2367,Salix rotundifolia,Least Willow,Perennial,Subshrub,,
2368,Salix scouleriana,"Scouler's Willow, Western Pussy Willow",Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry"
2369,Salix sericea,Silky Willow,Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist"
2370,Salix serissima,Autumn Willow,Perennial,Tree,Sun,Wet
2371,Salix sessilifolia,"Northwest Sandbar Willow, River Willow, Northwest Willow, Sandbar Willow, Longleaf Willow",Perennial,Tree,Part-shade,
2372,Salix sitchensis,Sitka Willow,Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist"
2373,Salix vestita,Rock Willow,Perennial,Shrub,"Shade, Part-shade",Moist
2374,Salvia lycioides,Canyon Sage,Perennial,Herb,Part-shade,Dry
2375,Salvia lyrata,"Lyreleaf Sage, Cancer Weed",Perennial,Herb,"Sun, Shade, Part-shade","Moist, Dry"
2376,Salvia pentstemonoides,"Big Red Sage, Penstemon Sage",Perennial,Herb,"Sun, Part-shade",Moist
2377,Sambucus racemosa,Red Elderberry,Perennial,Tree,"Sun, Shade, Part-shade","Wet, Moist"
2378,Samolus valerandi,Seaside Brookweed,Perennial,Herb,,
2379,Samolus valerandi ssp. parviflorus,"Seaside Brookweed, Water Pimpernel, Thin-leaf Brookweed",Perennial,Herb,Part-shade,
2380,Sanguinaria canadensis,"Bloodroot, Canada Puccoon, Bloodwort, Redroot, Red Puccoon, Black Paste, Indian Paint",Perennial,Herb,"Shade, Part-shade","Wet, Moist"
2381,Sanguisorba canadensis,"Canadian Burnet, American Burnet",Perennial,Herb,,Wet
2382,Sanicula canadensis,"Canadian Blacksnakeroot, Black Snakeroot",Biennial,Herb,,
2383,Sanicula marilandica,Maryland Sanicle,Perennial,Herb,,
2384,Sanicula odorata,Clustered Blacksnakeroot,Perennial,Herb,,
2385,Sapindus saponaria,"Wingleaf Soapberry, Soapberry, Wild China Tree",Perennial,Tree,,
2386,Sarcobatus vermiculatus,Greasewood,Perennial,Shrub,Part-shade,
2387,Sarcocornia perennis,"Chickenclaws, Perennial Glasswort",Perennial,Herb,,
2388,Sarracenia alata,"Yellow Trumpets, Yellow Pitcher Plant, Yellow Trumpet, Flycatcher, Trumpet Pitcher Plant",Perennial,Herb,,Wet
2389,Sarracenia flava,"Yellow Pitcherplant, Trumpets, Yellow Pitcher Plant",Perennial,Herb,,
2390,Sarracenia leucophylla,"Crimson Pitcherplant, Crimson Pitcher-plant, Crimson Pitcher Plant",Perennial,Herb,,
2391,Sarracenia minor,"Hooded Pitcherplant, Hooded Pitcher-plant, Hooded Pitcher Plant",Perennial,Herb,,
2392,Sarracenia oreophila,"Green Pitcherplant, Green Pitcher Plant",Perennial,Herb,,
2393,Sarracenia psittacina,"Parrot Pitcherplant, Parrot Pitcher Plant",Perennial,Herb,,
2394,Sarracenia purpurea,"Purple Pitcherplant, Northern Pitcher-plant, Purple Pitcher Plant",Perennial,Herb,Sun,"Wet, Moist"
2395,Sarracenia rubra,"Sweet Pitcherplant, Sweet Pitcher Plant",Perennial,Herb,,
2396,Sarracenia rubra ssp. alabamensis,"Alabama Pitcherplant, Alabama Pitcher Plant",Perennial,Herb,,
2397,Sarracenia rubra ssp. jonesii,"Jones' Pitcherplant, Jones' Pitcher Plant",Perennial,Herb,,
2398,Sassafras albidum,"Sassafras, White Sassafras, Ague Tree, Cinnamon Wood, Mitten Tree, Saloop, Smelling Stick",Perennial,Tree,"Sun, Shade, Part-shade",Moist
2399,Saururus cernuus,"Lizard's Tail, Lizard Tail, Breastweed, Water Dragon",Perennial,Herb,"Shade, Part-shade","Wet, Moist"
2400,Saxifraga aizoides,Yellow Mountain Saxifrage,Perennial,Herb,,
2401,Saxifraga aprica,Sierra Saxifrage,Perennial,Herb,,
2402,Saxifraga caespitosa,Tufted Alpine Saxifrage,Perennial,Herb,Part-shade,Dry
2403,Saxifraga careyana,Golden Eye Saxifrage,Perennial,Herb,,
2404,Saxifraga mertensiana,Wood Saxifrage,Perennial,Herb,,
2405,Saxifraga micranthidifolia,"Lettuceleaf Saxifrage, Mountain Lettuce",Perennial,Herb,,
2406,Saxifraga nivalis,Alpine Saxifrage,Perennial,Herb,,
2407,Saxifraga occidentalis,"Alberta Saxifrage, Western Saxifrage",Perennial,Herb,,
2408,Saxifraga odontoloma,Brook Saxifrage,Perennial,Herb,,
2409,Saxifraga oppositifolia,Purple Mountain Saxifrage,Perennial,Herb,Part-shade,Dry
2410,Saxifraga oregana,Oregon Saxifrage,Perennial,Herb,,
2411,Saxifraga paniculata,White Mountain Saxifrage,Perennial,Herb,,
2412,Saxifraga pensylvanica,Eastern Swamp Saxifrage,Perennial,Herb,Part-shade,Wet
2413,Saxifraga rhomboidea,"Diamondleaf Saxifrage, Diamond-leaf Saxifrage",Perennial,Herb,,
2414,Saxifraga rivularis,Weak Saxifrage,Perennial,Herb,,
2415,Saxifraga tricuspidata,Three Toothed Saxifrage,Perennial,Herb,Sun,Dry
2416,Saxifraga virginiensis var. virginiensis,Early Saxifrage,Perennial,Herb,,
2417,Scaevola plumieri,"Gullfeed, Inkberry",Perennial,Shrub,Part-shade,
2418,Scheuchzeria palustris,Rannoch-rush,Perennial,Herb,"Sun, Shade, Part-shade",Wet
2419,Schizachne purpurascens,"False Melic, Purple Oatgrass, Schizachnã© Pourprã©",Perennial,Grass/Grass-like,,
2420,Schizachyrium scoparium,"Little Bluestem, Popotillo Azul",Perennial,Grass/Grass-like,"Sun, Part-shade",Dry
2421,Schizaea pusilla,Little Curlygrass Fern,Perennial,"Herb, Fern",,
2422,Schoenolirion croceum,"Yellow Sunnybell, Yellow Sunny-bell",Perennial,Herb,,
2423,Schoenoplectus acutus,"Hardstem Bulrush, Tule",Perennial,Grass/Grass-like,,
2424,Schoenoplectus americanus,"Chairmaker's Bulrush, Olney Three-square",Perennial,Grass/Grass-like,,
2425,Schoenoplectus californicus,"California Bulrush, California Club-rush, Giant Bulrush",Perennial,Herb,Sun,
2426,Schoenoplectus pungens,"Common Threesquare, Chairmaker's-rush, American Bulrush, Threesquare Bulrush, Sharp Clubrush",Perennial,Grass/Grass-like,,
2427,Schoenoplectus subterminalis,Swaying Bulrush,Perennial,Grass/Grass-like,,
2428,Schoenoplectus tabernaemontani,"Softstem Bulrush, Soft-stem Club-rush, Great Bulrush",Perennial,Grass/Grass-like,Sun,Wet
2429,Schoenoplectus torreyi,Torrey's Bulrush,Perennial,Grass/Grass-like,,
2430,Schoenus nigricans,"Black Bogrush, Black Bog-rush",Perennial,Grass/Grass-like,,
2431,Schwalbea americana,Chaffseed,Perennial,Herb,,
2432,Scirpus atrocinctus,Blackgirdle Bulrush,Perennial,Grass/Grass-like,,
2433,Scirpus atrovirens,"Green Bulrush, Dark Green Bulrush",Perennial,Grass/Grass-like,Sun,Wet
2434,Scirpus cyperinus,"Woolgrass, Cottongrass Bulrush, Marsh Bulrush, Teddybear Paws",Perennial,Grass/Grass-like,Sun,Wet
2435,Scirpus expansus,Woodland Bulrush,Perennial,Grass/Grass-like,,
2436,Scirpus georgianus,Georgia Bulrush,Perennial,Grass/Grass-like,Part-shade,
2437,Scirpus hattorianus,Mosquito Bulrush,Perennial,Grass/Grass-like,,
2438,Scirpus longii,Long's Bulrush,Perennial,Grass/Grass-like,Sun,Moist
2439,Scirpus microcarpus,Panicled Bulrush,Perennial,Grass/Grass-like,Sun,Wet
2440,Scirpus pedicellatus,Stalked Bulrush,Perennial,Grass/Grass-like,Sun,
2441,Scirpus pendulus,Rufous Bulrush,Perennial,Grass/Grass-like,Sun,"Wet, Moist"
2442,Scoparia dulcis,"Licorice Weed, Bitterbroom, Riceweed, Sweetbroom, Licoriceweed","Annual, Perennial","Herb, Subshrub",Sun,
2443,Scrophularia californica,California Figwort,Perennial,Herb,,
2444,Scrophularia lanceolata,"Lanceleaf Figwort, Hare Figwort",Perennial,Herb,,
2445,Scrophularia marilandica,"Carpenter's Square, Maryland Figwort",Perennial,"Herb, Subshrub",,
2446,Scutellaria floridana,Florida Skullcap,Perennial,Herb,,
2447,Scutellaria galericulata,Marsh Skullcap,Perennial,Herb,,
2448,Scutellaria integrifolia,"Helmet-flower, Rough Skullcap, Common Large Skullcap, Tall Skullcap",Perennial,Herb,Sun,Wet
2449,Scutellaria lateriflora,Blue Skullcap,Perennial,Herb,,
2450,Scutellaria ovata,"Heartleaf Skullcap, Heart-leaf Skullcap",Perennial,Herb,"Shade, Part-shade",Moist
2451,Scutellaria parvula,Small Skullcap,Perennial,Herb,,
2452,Scutellaria siphocampyloides,Grayleaf Skullcap,Perennial,Herb,,
2453,Sedum pulchellum,Widowscross,Annual,Herb,,Wet
2454,Sedum ternatum,"Woodland Stonecrop, Wild Stonecrop",Perennial,Herb,Part-shade,Moist
2455,Selenia dissecta,Texas Selenia,Annual,Herb,,
2456,Selenia grandis,Large Selenia,Annual,Herb,,
2457,Selenia jonesii,"Jones' Selenia, Jones Selenia",Annual,Herb,,
2458,Senecio amplectens,"Showy Alpine Ragwort, Showy Alpine Senecio, Showy Alpine Groundsel",Perennial,Herb,,
2459,Senecio congestus,Marsh Fleabane,Annual,Herb,,
2460,Senecio hydrophiloides,"Tall Groundsel, Tall Ragwort, Tall Senecio","Biennial, Perennial",Herb,,
2461,Senecio integerrimus,Lambstongue Ragwort,Biennial,Herb,,
2462,Senecio lugens,Small Blacktip Ragwort,Perennial,Herb,,
2463,Senecio pseudoarnica,"Seaside Ragwort, Seabeach Senecio",Perennial,Herb,Sun,
2464,Senecio serra,Tall Ragwort,Perennial,"Herb, Subshrub",,
2465,Senecio triangularis,"Arrowleaf Ragwort, Arrowleaf Groundsel",Perennial,"Herb, Subshrub",Part-shade,
2466,Senna hebecarpa,"American Senna, Wild Senna",Perennial,Herb,"Sun, Part-shade",Moist
2467,Senna marilandica,"Maryland Senna, Maryland Wild Senna, Southern Wild Senna, Wild Senna",Perennial,Herb,Sun,Moist
2468,Senna obtusifolia,"Java-bean, Sicklepod",Annual,Herb,,
2469,Serenoa repens,Saw Palmetto,Perennial,Shrub,Part-shade,
2470,Sesbania drummondii,"Rattlebush, Rattlebox, Poisonbean",Perennial,Shrub,,
2471,Sesbania herbacea,"Coffeeweed, Bigpod Sesbania",Annual,Subshrub,,
2472,Sesbania vesicaria,"Bagpod, Bladderpod",Annual,"Herb, Subshrub",,
2473,Sesuvium maritimum,Slender Seapurslane,Annual,Herb,,
2474,Sesuvium portulacastrum,"Shoreline Seapurslane, Sea Purslane, Cenicilla",Perennial,Vine,,
2475,Sesuvium verrucosum,"Verrucose Seapurslane, Western Sea Purslane",Annual,Herb,,
2476,Setaria parviflora,"Marsh Bristlegrass, Knotroot Bristlegrass",Perennial,Grass/Grass-like,Part-shade,Moist
2477,Shepherdia argentea,"Silver Buffaloberry, Buffaloberry",Perennial,Shrub,Sun,"Moist, Dry"
2478,Shepherdia canadensis,"Russet Buffaloberry, Rabbitberry",Perennial,Shrub,"Sun, Shade, Part-shade","Moist, Dry"
2479,Shortia galacifolia,"Oconee Bells, Oconee-bells, Shortia",Perennial,Herb,Part-shade,
2480,Sibara virginica,Virginia Winged Rockcress,Annual,Herb,,
2481,Sibbaldia procumbens,Creeping Sibbaldia,Perennial,Subshrub,,
2482,Sibbaldiopsis tridentata,Shrubby Five-fingers,Perennial,Herb,Sun,
2483,Sicyos angulatus,"One-seed Burr Cucumber, Star Cucumber",Annual,Vine,,
2484,Sida hermaphrodita,Virginia Fanpetals,Perennial,Herb,,
2485,Sida rhombifolia,"Cuban Jute, Axocatzin",Annual,"Herb, Subshrub",,
2486,Sida spinosa,Prickly Fanpetals,Annual,Subshrub,,
2487,Sidalcea calycosa,Annual Checkerbloom,Annual,Herb,,
2488,Sidalcea campestris,Meadow Checkerbloom,Perennial,Herb,,
2489,Sidalcea candida,White Checkerbloom,Perennial,Herb,,
2490,Sidalcea hendersonii,Henderson's Checkerbloom,Perennial,Herb,,
2491,Sidalcea malviflora,"Dwarf Checkerbloom, Dwarf Checker-mallow, Checkerbloom",Perennial,Herb,Part-shade,Moist
2492,Sidalcea neomexicana,"Salt Spring Checkerbloom, Rocky Mountain Checker-mallow, Prairie Mallow",Perennial,Herb,Sun,Wet
2493,Sidalcea oregana,Oregon Checkerbloom,Perennial,Subshrub,,
2494,Sidalcea reptans,Sierra Checkerbloom,Perennial,Herb,,
2495,Sideroxylon celastrinum,"Saffron Plum, Coma Saffron Plum, La Coma, Coma, Milk Buckthorn, Tropical Buckthorn, Downward Plum, Antswood",Perennial,Tree,Part-shade,Dry
